ai,森岛船长/AI,17
ai,科大讯飞/Chinese-BERT-wwm,17
ai,khs1994-php/tencent-ai,18
ai,cgoxopx/ANN_vhdl,18
ai,天桥底下说书的/douyin,18
ai,Gitee 极速下载/Darkon,18
ai,Gitee 极速下载/UGATIT,18
ai,Ah_伟/PicDifferent,18
ai,Gitee 极速下载/breadbot,18
ai,WindyDance/BullShitGenerator2.0,18
ai,hazdzz/ChebyNet,18
ai,anolis/keenopt,18
ai,高艳鹏/transformer-xl-chinese,18
ai,寶/Keras-image-classifer-framework,18
ai,zengfr繁荣/SVM-Neuro-Matching,18
ai,ski133/PytorchTest,18
ai,Gitee 极速下载/mindsdb,18
ai,布客飞龙/ml-for-humans-zh,19
ai,MindSpore Lab/minddiffusion,19
ai,Ascend/msadvisor,19
ai,MindSpore Lab/mindaudio,19
ai,Gitee 极速下载/hmgnn,19
ai,91JPPX/ROSNXT_SDK,19
ai,Gitee 极速下载/Syn2Real,19
ai,FDSKEY/ScalaBaiduStyleArticleGen,19
ai,singsingasong/Standard LSTM Modal,19
ai,戴彬/TwoStageVAE,19
ai,wanlin_cai/InterpretableMLBook,19
ai,Gitee 极速下载/SimAM,19
ai,火鸟/EasyMovie电影TensorFlow推荐系统,19
ai,ModelArts/ModelArts-Ascend,19
ai,LLL2343/softwarecup,19
ai,Gitee 极速下载/presidio,20
ai,小帅丶/deeplearning4j,20
ai,Gitee 极速下载/tensor2tensor,20
ai,TensorLayer/openpose-plus,20
ai,TracyCuiq/DCNN_NI_CG_Forensic,20
ai,Gitee 极速下载/Naive Bayesian Classifier,20
ai,Apache/horn,20
ai,Gitee 极速下载/Face-tracking-with-Anime-characters,20
ai,Luoge/ExeLibSVM,20
ai,modelbox/modelbox-book,20
ai,夢裏的黃金屋/GFPGAN,20
ai,你的假大叔/XiaoXing-robot,20
ai,dubochao/ATEAC,20
ai,热门极速下载/fauxpilot,20
ai,科大讯飞/Chinese-ELECTRA,20
ai,x00e0d991e368/lazero,21
ai,叶建平/deeplearning,21
ai,OpenDILab开源决策智能平台/DI-store,21
ai,罗瑶光/Deta_Catalytic_DNA,21
ai,Gitee 极速下载/MSC,21
ai,Rainweic/GluonConverter,21
ai,xAsiimov/ImageNST,21
ai,WenkeHuang/yolo3-keras,21
ai,rWySp/mmtracking,21
ai,小浩/tensorflow-model,21
ai,子沐/zwhx,21
ai,AlbertDarren/FPGA-AI,21
ai,人生几何/mnist_pytorch,21
ai,随风/midjourney-proxy,21
ai,科大讯飞/Chinese-XLNet,21
ai,modelbox/modelbox-webui,22
ai,MindSpore Lab/ControlNet,22
ai,哎哟喂/chatGPT,22
ai,Chaaaaaaaaaa/ncnn,22
ai,Ion/Dive-into-DL-PyTorch,22
ai,GanjinZero/Tenpai_prediction,22
ai,Bytedance Inc./monolith,22
ai,Gitee 极速下载/GPTNeo,22
ai,咯咯咯/基于飞桨的高校人流量识别和查询系统-网页端,22
ai,Luxonis-Brian/depthai,22
ai,Gitee 极速下载/UGATIT-pytorch,22
ai,nethinker/gpt-code-clippy,22
ai,百度开源/ernie-unimo,22
ai,王威/零一万物代码,22
ai,doycode/Metis,22
ai,Veeja.liu/ultralytics,23
ai,Gitee 极速下载/google-pegasus,23
ai,wuqingshan2010/ncnn,23
ai,任亚军/HiYoyo,23
ai,科大讯飞/TextPruner,23
ai,MegEngine/mgeconvert,23
ai,DiDi-opensource/heteta,23
ai,Gitee 极速下载/genai,23
ai,DiDi-opensource/MEEP,23
ai,QLHua001/mmaction,23
ai,DiDi-opensource/paladin,23
ai,yangfeng/densepose,23
ai,科大讯飞/cmrc2018,23
ai,蒋茂苇/LLM-Robotics-example-TidyBot,23
ai,热门极速下载/parti,23
ai,Martin_Z_He/fast-style-transfer,24
ai,coda/朴素贝叶斯预测kaggle泰坦尼克号,24
ai,91JPPX/ROSNXTROBOT,24
ai,田德宇/City Intelligence,24
ai,Gitee 极速下载/NapkinML,24
ai,Haozhe Xie/mitagger,24
